,City Name,Package,Variety,Origin,Item Size,Color
1610,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med-lge,ORANGE
1611,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
1612,PHILADELPHIA,36 inch bins,HOWDEN TYPE,NEW JERSEY,med-lge,ORANGE
1613,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,ORANGE
1614,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med-lge,ORANGE
1615,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
1616,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,ORANGE
1617,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,med,ORANGE
1618,PHILADELPHIA,36 inch bins,HOWDEN TYPE,DELAWARE,lge,ORANGE
1619,PHILADELPHIA,36 inch bins,HOWDEN TYPE,DELAWARE,med,ORANGE
1620,PHILADELPHIA,36 inch bins,HOWDEN TYPE,NEW YORK,lge,ORANGE
1621,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,xlge,ORANGE
1622,PHILADELPHIA,36 inch bins,HOWDEN TYPE,PENNSYLVANIA,lge,ORANGE
1623,PHILADELPHIA,36 inch bins,HOWDEN TYPE,DELAWARE,lge,ORANGE
1624,PHILADELPHIA,36 inch bins,HOWDEN TYPE,DELAWARE,med,ORANGE
1654,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1655,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1656,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1657,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1658,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1659,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1660,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1661,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1662,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1663,ST. LOUIS,24 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1664,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1665,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1666,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,ORANGE
1667,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
1668,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
1669,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,ORANGE
1670,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1671,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1672,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,ORANGE
1673,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
1674,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
1675,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,ORANGE
1676,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1677,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1678,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,ORANGE
1679,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
1680,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
1681,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,ORANGE
1682,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1683,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1684,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,ORANGE
1685,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
1686,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
1687,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,ORANGE
1688,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,xlge,ORANGE
1689,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,lge,ORANGE
1690,ST. LOUIS,36 inch bins,HOWDEN TYPE,ILLINOIS,med,ORANGE
1691,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,xlge,ORANGE
1692,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,lge,ORANGE
1693,ST. LOUIS,36 inch bins,HOWDEN TYPE,MICHIGAN,med,ORANGE
1694,ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,WHITE
1695,ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,WHITE
1696,ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,WHITE
1697,ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,WHITE
1698,ST. LOUIS,24 inch bins,HOWDEN WHITE TYPE,ILLINOIS,xlge,WHITE
